mossa,tipo,categoria,potenza,precissione,descrizione
Scarica;Elettro;Speciale;80;100;Chi la usa colpisce i Pokémon che ha intorno con un bagliore elettrico. Può anche causare paralisi.
Lavasbuffo;Fuoco;Speciale;80;100;Chi la usa lancia fiamme scarlatte sugli altri Pokémon in campo. Può anche scottare.
Verdebufera;Erba;Speciale;130;90;Si forma una tempesta di foglie affilate. Il contraccolpo riduce di molto l'Attacco Speciale di chi la usa.
Vigorcolpo;Erba;Fisico;120;85;Chi la usa agita violentemente liane o tentacoli per sferzare il bersaglio.
Devastomasso;Roccia;Fisico;150;90;Chi la usa attacca il nemico con un enorme masso, ma si deve riposare al turno successivo.
Velenocroce;Veleno;Fisico;70;100;Attacco con zanne avvelenate che può anche avvelenare il Pokémon colpito. Probabile brutto colpo.
Sporcolancio;Veleno;Fisico;120;80;Chi la usa attacca il nemico con rifiuti sudici che possono anche avvelenarlo.
Metaltestata;Acciaio;Fisico;80;100;Chi la usa colpisce il nemico con la sua testa dura come l'acciaio. Può anche farlo tentennare.
Bombagnete;Acciaio;Fisico;60;100;Chi la usa lancia bombe d'acciaio che si attaccano al nemico. Una mossa infallibile.
Pietrataglio;Roccia;Fisico;100;80;Chi la usa colpisce il nemico dal basso con pietre affilate. Probabile brutto colpo.
Schiamazzo;Volante;Speciale;65;100;Chi la usa attacca creando un'onda sonora con le parole imparate. Può anche confondere il nemico.
Giudizio;Normale;Speciale;100;100;Chi la usa rilascia numerosi colpi di luce. Il tipo varia a seconda della Lastra tenuta.
Coleomorso;Coleottero;Fisico;60;100;Chi la usa morde il nemico. Inoltre, se questi tiene una Bacca, gliela ruba e ne sfrutta gli effetti.
Raggioscossa;Elettro;Speciale;50;90;Chi la usa lancia un fascio di elettricità molto intensa. Può anche aumentare il suo Attacco Speciale.
Mazzuolegno;Erba;Fisico;120;100;Chi la usa si lancia con tutto il corpo contro il bersaglio, ma subisce anche considerevoli danni.
Acquagetto;Acqua;Fisico;40;100;Chi la usa colpisce sempre per primo e a una tale velocità da rendersi quasi invisibile.
Comandourto;Coleottero;Fisico;90;100;Chi la usa raduna i suoi sgherri per colpire il nemico. Probabile brutto colpo.
Zuccata;Roccia;Fisico;150;80;Chi la usa attacca con tutta la potenza di cui dispone, ma subisce danni considerevoli.
Doppiosmash;Normale;Fisico;35;90;Chi la usa colpisce il nemico con la coda due volte di fila.
Fragortempo;Drago;Speciale;150;90;Chi la usa colpisce il nemico con una forza capace di alterare il tempo, ma deve stare fermo il turno dopo.
Fendispazio;Drago;Speciale;100;95;Chi la usa lacera il nemico e lo spazio che lo circonda. Probabile brutto colpo.
Magmaclisma;Fuoco;Speciale;100;75;Intrappola il nemico in un turbine di fuoco che dura per quattro o cinque turni.
Infuriaseme;Erba;Speciale;120;85;Chi la usa genera un'onda d'urto dal suo corpo. Può anche ridurre di molto la Difesa Speciale del bersaglio.
Funestovento;Spettro;Speciale;60;100;Chi la usa crea una raffica di vento ripugnante. Può aumentare tutte le statistiche di chi la usa.
Oscurotuffo;Spettro;Fisico;120;100;Chi la usa sparisce e poi colpisce il nemico al turno successivo. Evita pure Protezione o Individua.
Psicoshock;Psico;Speciale;80;100;Chi la usa attacca il bersaglio facendo materializzare un misterioso raggio psichico che provoca danni fisici.
Velenoshock;Veleno;Speciale;65;100;Lancia uno speciale liquido tossico sul bersaglio. Se questi è avvelenato, il danno provocato raddoppia.
Abbattimento;Roccia;Fisico;50;100;Chi la usa lancia una pietra o un proiettile. Può colpire anche un bersaglio in volo e farlo cadere.
Tempestretta;Lotta;Fisico;60;100;Chi la usa sferra un colpo micidiale al bersaglio, stritolandolo. Brutto colpo assicurato.
Pirolancio;Fuoco;Speciale;70;100;Chi la usa emana una fiammata che colpisce il bersaglio e si propaga fino a raggiungere i Pokémon accanto.
Fangonda;Veleno;Speciale;95;100;Lancia un'onda di fango che attacca tutti i Pokémon nelle vicinanze. Può anche avvelenare.
Sincrumore;Psico;Speciale;120;100;Chi la usa infligge danni a tutti i Pokémon del suo stesso tipo che ha vicino usando misteriose onde elettromagnetiche.
Nitrocarica;Fuoco;Fisico;50;100;Chi la usa si copre di fuoco e attacca il bersaglio. Concentrandosi aumenta, inoltre, la propria Velocità.
Calciobasso;Lotta;Fisico;65;100;Chi la usa colpisce con un attacco fulmineo la parte inferiore del corpo del bersaglio, riducendone la Velocità.
Acidobomba;Veleno;Speciale;40;100;Chi la usa attacca il bersaglio con un acido altamente corrosivo. Il fluido riduce di molto la Difesa Speciale del bersaglio.
Ripicca;Buio;Fisico;95;100;Chi la usa sfrutta la forza del bersaglio. Il danno inflitto è proporzionale all'Attacco dell'avversario.
Coro;Normale;Speciale;60;100;Attacca il bersaglio con una melodia. Se usata ripetutamente da uno o più Pokémon i danni inflitti aumentano.
Echeggiavoce;Normale;Speciale;40;100;Attacca il bersaglio con la propria voce echeggiante. Se usata a ripetizione da uno o più Pokémon il danno aumenta.
Insidia;Normale;Fisico;70;100;Chi la usa attacca non appena il bersaglio abbassa la guardia. Il danno inflitto prescinde dalle modifiche alle statistiche.
Pulifumo;Veleno;Speciale;50;100;Attacca il bersaglio lanciandogli contro una nuvola di fumo speciale, che annulla ogni modifica alle statistiche.
Veicolaforza;Psico;Speciale;20;100;Attacca il bersaglio con l'energia accumulata. Più sono state aumentate le statistiche, maggiore è il danno inflitto.
Idrovampata;Acqua;Speciale;80;100;Chi la usa attacca il bersaglio con un getto d'acqua bollente che può anche scottarlo.
Sciagura;Spettro;Speciale;65;100;Attacco che causa un danno enorme se il bersaglio ha problemi di stato.
Cadutalibera;Volante;Fisico;60;100;Porta il bersaglio in cielo e lo scaglia a terra al turno successivo. Il bersaglio catturato non può muoversi.
Ribaltiro;Lotta;Fisico;60;90;Il bersaglio è scaraventato via ed è costretto a lasciare il posto a un altro. Se è selvatico, la lotta finisce.
Bruciatutto;Fuoco;Speciale;60;100;Attacca il nemico con una fiammata. Se il nemico ha una Bacca, viene divorata dalle fiamme.
Acrobazia;Volante;Fisico;55;100;Attacca rapidamente il bersaglio. Se chi la usa non ha uno strumento, infligge al nemico grossi danni.
Nemesi;Normale;Fisico;70;100;Vendica un compagno messo KO. Se ciò è accaduto al turno precedente, il danno è maggiore.
Marchiatura;Fuoco;Speciale;100;50;Il bersaglio viene avvolto da intense fiammate che causano scottature.
Acquapatto;Acqua;Speciale;80;100;Attacca il nemico con una colonna d'acqua. Se usata con Fiammapatto, aumentano gli effetti e un arcobaleno appare in cielo.
Fiammapatto;Fuoco;Speciale;80;100;Attacca il nemico con una colonna di fuoco. Se usata con Erbapatto, aumentano gli effetti e il campo diventa un mare di fuoco.
Erbapatto;Erba;Speciale;80;100;Attacca il bersaglio con una colonna d'erba. Se usata con Acquapatto, gli effetti aumentano e il campo diventa una palude.
Invertivolt;Elettro;Speciale;70;100;Chi usa questa mossa fa marcia indietro per farsi sostituire dopo aver sferrato l'attacco.
Entomoblocco;Coleottero;Speciale;50;100;Colpisce i nemici opponendo resistenza e riducendo il loro Attacco Speciale.
Battiterra;Terra;Fisico;60;100;Chi la usa calpesta il terreno e scatena un terremoto che danneggia tutti i Pokémon nei paraggi e ne riduce anche la Velocità.
Alitogelido;Ghiaccio;Speciale;60;90;Chi la usa attacca il bersaglio con un soffio d'aria gelida. Brutto colpo assicurato.
Codadrago;Drago;Fisico;60;90;Chi la usa fa volar via il bersaglio in modo che venga sostituito. Se il bersaglio è un Pokémon selvatico, la lotta finisce.
Elettrotela;Elettro;Speciale;55;95;Chi la usa attacca i nemici catturandoli con una ragnatela elettrica e riducendone la Velocità.
Sprizzalampo;Elettro;Fisico;90;100;Chi la usa si carica di elettricità per poi scagliarsi sul bersaglio, ma subisce dei danni per il contraccolpo.
Giravvita;Terra;Fisico;80;95;Chi la usa si scaglia sul bersaglio ruotando su se stesso come un trapano perforante. Probabile brutto colpo.
Doppiocolpo;Drago;Fisico;40;90;Chi la usa attacca due volte il bersaglio con dei colpi estremamente forti.
Cuorestampo;Psico;Fisico;60;100;Chi la usa distrae il nemico con un faccino innocente per poi sferrargli un colpo devastante che può farlo tentennare.
Legnicorno;Erba;Fisico;75;100;Chi la usa infilza il bersaglio con le corna e assorbe una quantità di PS pari a metà del danno inferto.
Spadasolenne;Lotta;Fisico;90;100;Chi la usa taglia il nemico con una spada magica. Il danno inflitto ignora le modifiche alle statistiche del bersaglio.
Conchilama;Acqua;Fisico;75;95;Chi la usa colpisce il bersaglio con il suo guscio affilato. Il colpo può anche ridurre la Difesa del bersaglio.
Vorticerba;Erba;Speciale;65;90;Chi la usa avvolge e attacca il bersaglio con foglie affilate che possono anche ridurne la precisione.
Rulloduro;Coleottero;Fisico;65;100;Chi la usa ruota su se stesso ad alta velocità e schiaccia il bersaglio. Può anche farlo tentennare.
Urtoscuro;Buio;Speciale;85;95;Chi la usa attacca il bersaglio con un'onda d'urto oscura che può ridurne la precisione.
Psicobotta;Psico;Speciale;100;100;Chi la usa attacca il bersaglio facendo materializzare un misterioso raggio psichico che provoca danni fisici.
Spazzasberla;Normale;Fisico;25;85;Chi la usa colpisce il bersaglio con la sua coda dura da due a cinque volte di fila.
Tifone;Volante;Speciale;110;70;Chi la usa attacca il bersaglio avvolgendolo con un vento fortissimo. Può anche confonderlo.
Ricciolata;Normale;Fisico;120;100;Chi la usa carica il bersaglio con la sua testa in stile afro, ma subisce un po' di danni per il contraccolpo.
Ingracolpo;Acciaio;Fisico;50;85;Chi la usa colpisce il bersaglio due volte di fila lanciandogli contro dei dischi d'acciaio.
Sparafuoco;Fuoco;Speciale;100;100;Chi la usa lancia fiamme scarlatte sui Pokémon intorno a sé. Può anche scottare.
Tecnobotto;Normale;Speciale;120;100;Chi la usa rilascia un colpo di luce contro il bersaglio. Il tipo varia a seconda del modulo che ha.
Cantoantico;Normale;Speciale;75;100;Chi la usa attacca i nemici intonando un'antica melodia che colpisce il loro spirito. Può anche farli addormentare.
Spadamistica;Lotta;Speciale;85;100;Chi la usa attacca il bersaglio tagliandolo con una spada mistica. La misteriosa energia sprigionata provoca danni fisici.
Gelamondo;Ghiaccio;Speciale;65;95;Chi la usa attacca i nemici con una folata d'aria gelida e ne riduce anche la Velocità.
Lucesiluro;Elettro;Fisico;130;85;Colpisce il bersaglio con una possente carica elettrica e può anche paralizzarlo.
Fuocoblu;Fuoco;Speciale;130;85;Chi la usa attacca il bersaglio avvolgendolo con magnifiche e intense fiamme blu che possono anche scottarlo.
Voldifuoco;Fuoco;Speciale;80;100;Chi la usa avvolge il bersaglio tra le fiamme. Può anche aumentare l'Attacco Speciale.
Elettrogelo;Ghiaccio;Fisico;140;90;Chi la usa lancia contro il nemico al turno successivo una sfera di ghiaccio ricoperta di elettricità. Può anche paralizzarlo.
Vampagelida;Ghiaccio;Speciale;140;90;Chi la usa attacca il bersaglio al turno successivo e lo avvolge in un soffio d'aria congelata. Può anche scottarlo.
Urlorabbia;Buio;Speciale;55;95;Chi la usa si mette a urlare per un po', riducendo l'Attacco Speciale dei nemici.
Scagliagelo;Ghiaccio;Fisico;85;90;Chi la usa attacca violentemente il nemico con grosse stalattiti di ghiaccio che possono anche farlo tentennare.
Generatore V;Fuoco;Fisico;180;95;Chi la usa carica emettendo fiamme ardenti dalla fronte, a costo di una riduzione di Difesa, Difesa Speciale e Velocità.
Incrofiamma;Fuoco;Speciale;100;100;Chi la usa lancia una fiammata enorme. Se usata in combinazione con Incrotuono, il danno provocato dalla mossa aumenta.
Incrotuono;Elettro;Fisico;100;100;Chi la usa lancia un fulmine enorme. Se usata in combinazione con Incrofiamma, il danno provocato dalla mossa aumenta.
Schiacciatuffo;Lotta;Fisico;100;95;Chi la usa si tuffa sul bersaglio dall'alto. È una mossa di tipo Lotta e Volante allo stesso tempo.
Rutto;Veleno;Speciale;120;90;Chi la usa attacca il bersaglio con un rutto potente. Per utilizzare questa mossa, il Pokémon deve mangiare la bacca che possiede.
Pungiglione;Coleottero;Fisico;50;100;L'Attacco di chi la usa aumenta notevolmente se grazie alla mossa il bersaglio va KO.
Spettrotuffo;Spettro;Fisico;90;100;Chi la usa scompare improvvisamente per attaccare poi nel turno seguente. Questa mossa neutralizza le difese del bersaglio.
Caricaparabola;Elettro;Speciale;65;100;Chi la usa attacca tutto ciò che lo circonda e recupera PS pari alla metà del danno inflitto.
Fiortempesta;Erba;Fisico;90;100;Infligge danni ai Pokémon che ha intorno attaccandoli con una tempesta di fiori.
Liofilizzazione;Ghiaccio;Speciale;70;100;Chi la usa raffredda rapidamente il bersaglio. Può anche congelarlo. Questa mossa è superefficace contro i Pokémon Acqua.
Incantavoce;Folletto;Speciale;40;100;Chi la usa infligge un danno spirituale ai nemici nei paraggi con una voce suadente. L'attacco andrà immancabilmente a segno.
Assorbibacio;Folletto;Speciale;50;100;Un bacio fatato che assorbe le energie al nemico.
Carineria;Folletto;Fisico;90;90;Chi la usa attacca il bersaglio con delle carinerie. Può anche ridurne l'attacco.
Vento di Fata;Folletto;Speciale;40;100;Attacca con un forte vento fatato.
Forza Lunare;Folletto;Speciale;95;100;Accumula la forza proveniente dalla luna e la libera sul nemico. Può ridurre l'Attacco Speciale.
Ondaboato;Normale;Speciale;140;100;Colpisce i Pokémon che ha intorno con la forza di un boato distruttivo.
Diamantempesta;Roccia;Fisico;100;95;Colpisce i nemici che ha intorno con una tempesta di diamanti. Può anche aumentare la Difesa di chi la usa.
Vaporscoppio;Acqua;Speciale;110;95;Travolge il bersaglio con un'ondata di vapore rovente che può anche scottarlo.
Forodimensionale;Psico;Speciale;80;100;Chi la usa, sfrutta un passaggio interdimensionale per comparire a fianco del bersaglio e colpirlo, eludendo mosse come Protezione e Individua.
Acqualame;Acqua;Speciale;15;100;Chi la usa attacca sempre per primo, colpendo il bersaglio con uno shuriken di muco da due a cinque volte di fila.
Magifiamma;Fuoco;Speciale;75;100;Colpisce il bersaglio soffiandogli contro delle fiammate incredibilmente roventi, riducendone l'Attacco Speciale.
Magibrillio;Folletto;Speciale;80;100;Emette una luce potentissima che infligge danni al bersaglio.
Elettrococcola;Elettro;Fisico;20;100;Nonostante il tenero nome è una mossa piuttosto pericolosa.
Riguardo;Normale;Fisico;40;100;Chi la usa attacca il bersaglio, modulando il colpo in modo da lasciargli almeno un PS.
Assillo;Coleottero;Speciale;20;100;Chi la usa lancia un attacco che tormenta il bersaglio per quattro o cinque turni, durante i quali gli impedisce di fuggire.
Crescipugno;Lotta;Fisico;40;100;Rende i pugni più duri a ogni colpo inferto. Se i pugni vanno a segno, aumenta l'Attacco.
Ali del Fato;Volante;Speciale;80;100;Chi la usa assorbe energia dal bersaglio recuperando una quantità di PS pari a più della metà del danno inferto.
Mille Frecce;Terra;Fisico;90;100;Colpisce anche i Pokémon che fluttuano in aria. I nemici nei paraggi vengono scaraventati a terra.
Mille Onde;Terra;Fisico;90;100;Un’onda strisciante investe i nemici intorno impedendo loro di fuggire.
Forza Tellurica;Terra;Fisico;90;100;Chi la usa raccoglie energia tellurica e ne concentra il potere sui nemici che ha intorno danneggiandoli.
Luce Nefasta;Folletto;Speciale;140;90;Concentra il potere del Fiore Eterno in un raggio di luce potentissimo. Provoca contraccolpo di ⅓.
Primopulsar;Acqua;Speciale;110;85;Attacca i nemici intorno colpendoli con miriadi di raggi di luce blu.
Spade Telluriche;Terra;Fisico;120;85;Attacca i nemici intorno trasformando la potenza della terra in lame affilate.
Ascesa del Drago;Volante;Fisico;120;100;Permette di proiettarsi in aria e fiondarsi sul bersaglio attaccando ad altissima velocità. Riduce la Difesa e la Difesa Speciale di chi la usa.
Urtodimensionale;Buio;Fisico;100;100;Permette di attaccare ripetutamente grazie ai molti arti, ignorando mosse come Protezione o Individua. Riduce la Difesa di chi la usa.
