id,nome,type1,type2,ps,att,dif,attsp,difsp,vel
613,cubchoo,ghiaccio,,55,70,40,60,40
614,beartic,ghiaccio,,95,130,80,70,80
615,cryogonal,ghiaccio,,80,50,50,95,135
616,shelmet,coleottero,,50,40,85,40,65
617,accelgor,coleottero,,80,70,40,100,60
618,stunfisk,terra,elettro,109,66,84,81,99
619,mienfoo,lotta,,45,85,50,55,50
620,mienshao,lotta,,65,125,60,95,60
621,druddigon,drago,,77,120,90,60,90
622,golett,terra,spettro,59,74,50,35,50
623,golurk,terra,spettro,89,124,80,55,80
624,pawniard,buio,acciaio,45,85,70,40,40
625,bisharp,buio,acciaio,65,125,100,60,70
626,bouffalant,normale,,95,110,95,40,95
627,rufflet,normale,volante,70,83,50,37,50
628,braviary,normale,volante,100,123,75,57,75
629,vullaby,buio,volante,70,55,75,45,65
630,mandibuzz,buio,volante,110,65,105,55,95
631,heatmor,fuoco,,85,97,66,105,66
632,durant,coleottero,acciaio,58,109,112,48,48
633,deino,buio,drago,52,65,50,45,50
634,zweilous,buio,drago,72,85,70,65,70
635,hydreigon,buio,drago,92,105,90,125,90
636,larvesta,coleottero,fuoco,55,85,55,50,55
637,volcarona,coleottero,fuoco,85,60,65,135,105
638,cobalion,acciaio,lotta,91,90,129,90,72
639,terrakion,roccia,lotta,91,129,90,72,90
640,virizion,erba,lotta,91,90,72,90,129
641,tornadus-incarnate,volante,,79,115,70,125,80
642,thundurus-incarnate,elettro,volante,79,115,70,125,80
643,reshiram,drago,fuoco,100,120,100,150,120
644,zekrom,drago,elettro,100,150,120,120,100
645,landorus-incarnate,terra,volante,89,125,90,115,80
646,kyurem,drago,ghiaccio,125,130,90,130,90
647,keldeo-ordinary,acqua,lotta,91,72,90,129,90
648,meloetta-aria,normale,psico,100,77,77,128,128
649,genesect,coleottero,acciaio,71,120,95,120,95
